id,uuid,source,sourceId,name,normalizedName,brand,category,subcategory,foodType,barcode,nutritionBasis,servingUnit,servingQuantity,servingDescription,servingWeightG,servingVolumeMl,caloriesKcalPer100g,proteinGPer100g,carbohydratesGPer100g,fatGPer100g,fiberGPer100g,sugarsGPer100g,addedSugarsGPer100g,saturatedFatGPer100g,transFatGPer100g,cholesterolMgPer100g,sodiumMgPer100g,potassiumMgPer100g,calciumMgPer100g,ironMgPer100g,magnesiumMgPer100g,vitaminCMgPer100g,folateMcgPer100g,vitaminAMcgPer100g,vitaminDMcgPer100g,vitaminEMgPer100g,vitaminKMcgPer100g,carotenoidsMcgPer100g,mufaMgPer100g,pufaMgPer100g,qualityScore,needsReview,notes
431079976217589829,indian-food-5fb80f4543bb8453726136096504686d,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0782,Creamed spinach,creamed spinach,,,,INDIAN_RECIPE,,PER_100_G,small bowl,1,1 small bowl,,,96.91,5.18,4.44,6.39,1.33,1.59,,3.51,,59.6,156.02,385.36,122.3,1.89,51.53,62.17,320.46,,,,,5045.6,1762.64,478.59,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1118842888647747688,indian-food-f86edade952286889fe32a041aba24c1,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0589,Creamed spinach and mushroom,creamed spinach and mushroom,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,419.62,2.28,3.17,44.14,1.02,1.17,,6.82,,7.15,90.21,217.24,65.49,0.9,27.09,48.37,234.02,,,,,2458.82,9201.7,26166.05,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
711524464553859138,indian-food-9dfd7bb0ebb9842ac907f99b6aebcd05,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0543,Creamy chicken,creamy chicken,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,152.87,13.52,3.13,9.57,0.69,2.11,,1.91,,39.28,97.08,267.95,50.37,0.82,21.54,7.46,32.64,,,,,437.06,1579.29,2045.71,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
502597245664973703,indian-food-6f9958834f35387cb90e5117380e8bf2,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0636,Creamy chocolate mousse,creamy chocolate mousse,,,,INDIAN_RECIPE,,PER_100_G,dish,1,1 dish,,,230.52,6.85,9.53,18.16,0.0,8.99,,10.65,,129.13,48.64,127.5,45.25,0.96,26.51,0.75,33.07,,,,,126.31,5511.22,730.7,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
267482504008982875,indian-food-3b649eb9316615bb43458a7a0feeb209,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0554,Crispy baked fish,crispy baked fish,,,,INDIAN_RECIPE,,PER_100_G,casserole dish,1,1 casserole dish,,,138.4,10.95,9.59,6.41,1.21,1.53,,3.55,,28.89,192.42,208.73,60.04,0.55,24.23,16.97,46.78,,,,,1112.31,1436.51,584.93,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
780663247677146316,indian-food-ad579166effc4cc81da6595aa850d6ee,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0572,Crispy okra/Crispy lady's fingers (Karare bhindi),crispy okra/crispy lady's fingers (karare bhindi),,,,INDIAN_RECIPE,,PER_100_G,small bowl,1,1 small bowl,,,657.76,1.91,4.35,70.4,1.75,0.26,,8.46,,0.0,40.42,90.14,27.61,0.56,20.56,18.14,90.04,,,,,332.23,14440.07,44532.29,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
33964959550460901,indian-food-078aaf364d0d3e5b741294cb1f844e20,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0629,Crunchy butterscotch,crunchy butterscotch,,,,INDIAN_RECIPE,,PER_100_G,cup,1,1 cup,,,277.32,3.11,19.92,20.99,0.47,17.73,,12.61,,46.39,22.24,103.65,72.26,0.26,12.96,2.13,18.72,,,,,197.1,6110.42,956.49,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
713414217987416683,indian-food-9e68e7390da626bc6caef9627063b837,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0598,Cucumber and yogurt salad (Kheere aur dahi ka salad),cucumber and yogurt salad (kheere aur dahi ka salad),,,,INDIAN_RECIPE,,PER_100_G,small plate,1,1 small plate,,,36.13,2.09,4.72,0.93,1.66,2.28,,0.55,,2.87,141.73,215.51,68.49,0.52,21.87,6.74,21.36,,,,,455.87,215.54,89.41,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
144066381037300860,indian-food-1ffd39c39cdec7c3b6e58fe0c82b7d8d,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0252,Cucumber raita (Kheere ka raita),cucumber raita (kheere ka raita),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,59.13,4.04,6.35,2.08,0.86,5.22,,1.28,,7.21,189.96,253.64,138.58,0.29,20.66,5.65,26.92,,,,,114.53,540.25,112.44,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
279845931017568663,indian-food-3e236643e24019753df2c5ea416e0b74,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0024,Cucumber sandwich (Kheere ka sandwich),cucumber sandwich (kheere ka sandwich),,,,INDIAN_RECIPE,,PER_100_G,triangle,1,1 triangle,,,188.6,4.8,25.77,8.0,2.45,1.64,,4.32,,17.53,362.64,154.06,87.84,1.02,21.6,1.53,12.96,,,,,129.54,1808.72,287.53,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
121682500949037543,indian-food-1b04d970472d1e79ebd973d54c0113e5,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0790,Cucumber sharbat (Kheere ka sharbat),cucumber sharbat (kheere ka sharbat),,,,INDIAN_RECIPE,,PER_100_G,glass,1,1 glass,,,27.28,0.26,6.64,0.06,0.78,5.46,,0.02,,0.0,2.57,67.04,6.49,0.18,7.54,9.16,25.26,,,,,62.41,3.86,24.79,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
75351865022416601,indian-food-10bb41f3bd306d9f2db7abb01e51542b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0010,Cumin infused water (Jeere/Zeere ka pani),cumin infused water (jeere/zeere ka pani),,,,INDIAN_RECIPE,,PER_100_G,glass,1,1 glass,,,9.09,0.17,1.86,0.11,0.46,1.46,,0.01,,0.0,189.6,32.15,10.84,0.32,5.28,3.61,3.14,,,,,64.09,40.04,33.53,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
488979334009326123,indian-food-6c9341d12220a2bbadf03e56f56c9519,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0494,Cumin pulao (Jeera/Zeera pulao),cumin pulao (jeera/zeera pulao),,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,135.24,2.47,23.61,3.2,1.4,0.64,,0.41,,0.0,219.73,62.11,7.25,0.33,11.29,1.42,13.85,,,,,22.5,665.8,1959.83,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
812258314295984592,indian-food-b45b8a2217841d0a680bd69c57a5505e,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:1001,Cumin seeds baghar (Jeera baghar/tadka),cumin seeds baghar (jeera baghar/tadka),,,,INDIAN_RECIPE,,PER_100_G,,,,,,736.81,3.34,5.22,78.77,6.01,0.49,,45.13,,189.23,177.58,420.92,177.77,5.09,86.42,,,,,,,2215.46,21181.77,4479.31,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
454576447099624091,indian-food-64efadec4a1da9b55f7e333cb1458865,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0947,Curd dip,curd dip,,,,INDIAN_RECIPE,,PER_100_G,,,,,,79.95,5.04,7.95,3.36,0.1,7.12,,1.85,,10.59,301.07,279.4,167.17,0.25,18.06,,,,,,,205.25,1002.98,262.88,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1049553523809305714,indian-food-e90c35e7f69c472460549568d665c63b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0605,Curd dressing,curd dressing,,,,INDIAN_RECIPE,,PER_100_G,cup,1,1 cup,,,78.8,5.59,8.03,2.9,0.22,7.57,,1.84,,10.52,204.62,283.26,194.59,0.18,19.93,5.34,39.4,,,,,48.71,758.89,110.92,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
807106953484972298,indian-food-b336b7f7a38310a1be7461f64f672d31,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0686,Curd mint dip,curd mint dip,,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,76.13,4.82,9.11,2.44,0.77,7.83,,1.49,,8.34,222.77,280.81,172.79,0.82,25.58,3.28,7.82,,,,,1486.12,608.22,157.24,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
493283357911848931,indian-food-6d87e99b9f297e3463bd9a9f7d76ba42,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0116,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),curd rice (dahi bhaat/dahi chawal/ perugu annam/daddojanam/thayir saadam),,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,195.74,5.75,32.93,4.32,2.13,3.91,,1.6,,3.12,213.29,211.78,101.52,0.59,24.28,5.1,28.24,,,,,1872.22,1009.27,1392.21,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1082979480509613156,indian-food-f07841982d0046494f752756cfca48f5,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0687,Curd vegetable dip,curd vegetable dip,,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,56.21,3.88,6.04,1.94,0.63,5.42,,1.19,,6.59,132.48,243.19,129.58,0.37,17.18,4.53,5.78,,,,,776.42,484.35,129.65,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
911909506492351764,indian-food-ca7c0dd59c7451409a26aad9cfdae4cb,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0559,Curd with potatoes (Dahi aloo),curd with potatoes (dahi aloo),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,59.9,1.56,7.15,2.72,1.19,1.82,,0.54,,1.45,51.99,259.27,36.36,0.47,15.87,42.93,44.72,,,,,788.54,579.46,1432.54,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
817590967098073783,indian-food-b58aaa71d72e2b75e88a426934d99046,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0914,Curried Cauliflower soup,curried cauliflower soup,,,,INDIAN_RECIPE,,PER_100_G,cup,1,1 cup,,,37.32,6.72,3.12,9.77,2.34,1.79,,1.28,,4.77,7311.44,333.51,37.25,2.12,33.71,51.86,53.08,,,,,92.27,538.99,179.05,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1023480085539659948,indian-food-e3421b7154720acb129b61ab725905af,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0362,Custard tart,custard tart,,,,INDIAN_RECIPE,,PER_100_G,tart,1,1 tart,,,225.6,3.72,28.66,10.73,0.91,9.31,,6.63,,22.28,59.74,115.73,57.47,0.49,12.99,1.18,5.64,,,,,237.91,2714.31,464.93,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
730105076760317954,indian-food-a21dab2f5021002cafd0edd8d34227e2,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0258,Dahi vadas/Dahi bhalla,dahi vadas/dahi bhalla,,,,INDIAN_RECIPE,,PER_100_G,vada,1,1 vada,,,667.73,2.96,5.49,70.4,0.97,1.78,,8.8,,2.39,79.0,152.37,49.03,0.49,17.84,0.57,18.3,,,,,80.6,14475.98,44186.95,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
600930420803166625,indian-food-856ef08aab2e1a1ce728214bc314bc9c,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0923,Dal dhokli,dal dhokli,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,68.74,2.96,8.55,2.47,1.86,1.12,,0.41,,0.0,37.53,152.23,14.54,0.79,23.63,2.77,45.31,,,,,505.54,823.53,1066.81,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
123487797414096710,indian-food-1b6b77f5af66f4641f46b8eed2567a1b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0918,Dal makhani,dal makhani,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,74.04,3.32,7.96,3.06,2.27,0.8,,1.77,,7.25,41.85,199.4,20.62,1.23,27.39,9.19,75.16,,,,,621.91,729.79,225.15,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
600190395977982283,indian-food-8544dfc35de614bb5a46f31263dfbd04,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:1000,Dal moong,dal moong,,,,INDIAN_RECIPE,,PER_100_G,,,,,,43.69,2.2,4.92,1.62,1.08,0.13,,0.87,,3.55,117.74,130.13,7.69,0.52,16.62,,,,,,,113.22,401.86,141.62,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
858233381533955570,indian-food-be90eb6a0b6b5f29aefc891f299c2c29,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0091,Dal parantha/paratha,dal parantha/paratha,,,,INDIAN_RECIPE,,PER_100_G,parantha,1,1 parantha,,,268.24,6.78,30.03,13.05,6.46,1.43,,1.56,,0.0,156.13,268.85,23.89,2.45,63.15,1.8,29.02,,,,,420.07,2583.4,8046.57,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
166073791885710878,indian-food-24e033bdbd9961e8f977e5b6b54c4834,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0100,Dal stuffed poori,dal stuffed poori,,,,INDIAN_RECIPE,,PER_100_G,poori,1,1 poori,,,785.16,2.08,10.14,81.69,1.96,0.29,,10.13,,1.66,128.18,81.94,6.88,0.83,22.74,0.42,7.65,,,,,82.44,16769.68,51322.12,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
377524324146141197,indian-food-53d3c5f62ccd80de7138a28b66f33090,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0919,Dalma,dalma,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,118.93,4.91,15.04,4.58,2.16,3.1,,0.53,,0.0,49.35,390.38,54.28,2.1,43.25,36.63,137.41,,,,,1068.32,2174.06,1304.52,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
616666270433643825,indian-food-88ed6b4aa298d310a10f39fd4b9e1caf,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0656,Danedar burfi,danedar burfi,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,102.68,3.24,12.33,4.72,0.09,11.98,,2.53,,0.0,23.31,116.64,107.53,0.24,11.91,3.36,9.75,,,,,181.28,1494.45,262.28,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
708061680062006485,indian-food-9d38a58b72984d567f5609d404b531b9,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0410,Danish cookies,danish cookies,,,,INDIAN_RECIPE,,PER_100_G,biscuit,1,1 biscuit,,,475.33,5.33,58.0,24.92,1.37,21.73,,15.6,,63.58,201.06,84.32,15.97,0.98,16.24,0.0,1.02,,,,,315.82,6266.98,1015.42,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
806701612429684809,indian-food-b31fad7a89b3049d2e594f8907539cb8,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0702,Danish luncheon sandwich,danish luncheon sandwich,,,,INDIAN_RECIPE,,PER_100_G,sandwich,1,1 sandwich,,,193.82,9.03,17.77,10.1,1.52,1.13,,4.61,,124.4,365.63,164.39,77.13,1.27,17.99,2.35,25.88,,,,,186.31,3020.34,772.38,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
508652628554611130,indian-food-70f18dee710f9bae97f25a910fc5cdab,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0305,Date and nut pie,date and nut pie,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,322.42,3.93,46.86,13.31,4.13,31.18,,5.14,,18.85,3.87,291.15,34.69,1.54,40.61,6.39,32.22,,,,,935.38,2880.34,4381.9,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
426126407278596390,indian-food-5e9e7b5af411126b9814676b0d035d8d,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0834,Date pickle (Khajoor ka achaar),date pickle (khajoor ka achaar),,,,INDIAN_RECIPE,,PER_100_G,small bowl,1,1 small bowl,,,182.29,1.68,34.66,4.21,5.2,30.47,,0.55,,0.0,138.86,434.89,41.49,1.96,39.25,3.46,15.77,,,,,2034.99,848.15,2605.0,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
125787779147788692,indian-food-1bee351953071945a709c8f33d1d42c7,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0866,Dates chutney (Khajoor ki chutney),dates chutney (khajoor ki chutney),,,,INDIAN_RECIPE,,PER_100_G,small bowl,1,1 small bowl,,,103.57,1.07,21.69,1.12,3.41,18.68,,0.15,,0.0,76.77,288.06,28.72,1.19,29.16,3.41,17.27,,,,,3224.31,243.26,628.95,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
998257977958657973,indian-food-dda86578a6cefb51c85f8c8bde6479db,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0685,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),dessicated coconut chutney (sookhe kase nariyal ki chutney),,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,346.36,12.88,36.72,15.88,13.16,10.41,,7.17,,0.0,321.07,821.02,73.55,5.44,101.68,0.15,10.69,,,,,7432.15,1806.42,3556.04,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
439343987376412514,indian-food-618dd075dc65762c6261bbcb8b98df9a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0238,Deviled egg,deviled egg,,,,INDIAN_RECIPE,,PER_100_G,egg,1,1 egg,,,98.56,4.97,2.23,7.72,1.15,0.82,,1.33,,118.13,117.29,185.41,36.84,1.51,21.3,18.42,48.39,,,,,4136.37,3958.76,1711.92,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
699514881694399488,indian-food-9b52d14267e7c00cf8aa934b39416b3a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0581,Dhansak (vegetarian),dhansak (vegetarian),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,82.8,3.32,7.28,4.18,4.17,0.91,,0.94,,0.0,34.18,264.5,26.4,1.26,28.3,13.25,45.12,,,,,1923.66,759.43,2048.04,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
5233342365157539,indian-food-01297b278a9c8a3cfa24a3d57f0b5682,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0433,Dhokla,dhokla,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,216.49,13.45,30.68,5.28,4.95,4.78,,1.34,,5.16,376.02,287.15,123.21,1.39,40.51,0.68,39.92,,,,,132.86,1135.81,2180.7,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
111053563983751258,indian-food-18a8aa0c84ae85abb3a4db2cd7c772b2,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0650,Dil bahar,dil bahar,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,130.05,1.52,28.27,1.92,0.02,27.84,,1.16,,0.1,16.65,64.67,62.58,0.13,5.13,2.69,10.2,,,,,86.52,518.66,60.96,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
784061354146374035,indian-food-ae18ba5c001a1932bb924eb50e42d87f,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0568,Dry arbi (Sookhi arbi),dry arbi (sookhi arbi),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,134.95,2.12,11.11,8.97,2.47,1.55,,1.1,,0.0,81.25,322.9,22.77,0.68,25.76,8.11,32.76,,,,,515.0,1839.85,5631.39,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1050673553575059815,indian-food-e94be07bfbd21671f15f9d53e89dfab9,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0358,Dry mango chutney (Sookhe aam ki chutney),dry mango chutney (sookhe aam ki chutney),,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,298.13,2.43,69.17,0.7,3.74,61.86,,0.15,,0.0,437.91,654.54,72.05,3.98,77.6,0.25,5.17,,,,,6345.34,94.42,334.87,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
64077330307131873,indian-food-0e3a5fe0f1ca9e167d528550b0cb224c,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0526,Dry masala chops,dry masala chops,,,,INDIAN_RECIPE,,PER_100_G,chops,1,1 chops,,,135.07,9.08,3.3,9.54,0.86,2.27,,0.82,,2.24,83.47,219.97,112.25,1.39,10.66,1.87,15.19,,,,,162.73,871.28,2214.07,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
986522996126932708,indian-food-db0d5702ae65ee49d6c3a9894ad7fab3,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0162,Dry potato (Sookhe aloo),dry potato (sookhe aloo),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,103.15,1.62,14.38,4.18,1.88,0.33,,0.5,,0.0,199.99,531.41,17.2,0.83,26.89,23.23,15.7,,,,,244.02,841.34,2550.76,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
766573721272215627,indian-food-aa36abcee94684bf6773d279ce830929,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0140,Dry washed urad,dry washed urad,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,124.71,6.85,15.66,3.5,4.06,0.73,,0.44,,0.0,295.79,384.33,27.08,1.89,57.16,1.46,40.3,,,,,355.22,671.86,2050.46,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1058051022112492706,indian-food-eaef3cc7f410ca2ff0c2a2de3fd8cb7e,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0584,Ducheese potato,ducheese potato,,,,INDIAN_RECIPE,,PER_100_G,potato,1,1 potato,,,140.54,3.6,10.94,9.01,1.29,0.29,,5.12,,85.15,103.85,423.33,18.1,0.76,20.3,7.23,8.71,,,,,232.15,2469.01,551.93,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
213562685833071080,indian-food-2f6ba219a5bc9e8b64832466c0b16a9a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0197,Dum aloo,dum aloo,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,682.33,0.7,3.33,74.01,0.68,0.71,,9.07,,0.49,183.85,119.55,16.49,0.36,8.63,29.39,34.41,,,,,103.9,15158.94,46646.23,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
674717071804518160,indian-food-95d139a1ccccf1059f33a7da8e638d85,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0713,Dundee cake,dundee cake,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,396.62,7.78,41.4,22.7,1.81,21.3,,10.26,,111.12,182.74,169.79,58.11,1.57,19.42,0.07,9.22,,,,,200.45,5307.85,1159.95,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
371993841432727936,indian-food-529966d893b1180722322bd38b35ac51,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0036,Egg and tomato sandwich (Ande aur tamatar ka sandwich),egg and tomato sandwich (ande aur tamatar ka sandwich),,,,INDIAN_RECIPE,,PER_100_G,triangle,1,1 triangle,,,222.11,7.66,25.9,10.51,1.77,2.09,,5.16,,95.63,423.26,150.47,95.71,1.3,18.11,1.98,16.33,,,,,790.67,2761.66,611.98,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
698915193477546201,indian-food-9b30baa5b5a40d950658792095e6617a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0557,Egg curry (Anda curry),egg curry (anda curry),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,117.52,5.38,4.03,8.81,2.09,1.9,,1.68,,120.74,142.12,198.53,41.59,1.52,21.72,19.03,44.73,,,,,2257.77,2417.37,3865.28,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
